City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
454,Clonakilty,IE,51.6231,-8.8706,36.61,82,100,20.94,light rain
455,Aligudarz,IR,33.4006,49.6949,44.56,35,15,4.92,few clouds
456,Nzega,RW,-2.479,29.5564,61.59,85,91,3.78,light rain
457,Boras,SE,57.721,12.9401,21.83,99,94,2.68,overcast clouds
458,Prainha,BR,-1.8,-53.48,73.31,88,86,3.33,overcast clouds
459,Kruisfontein,ZA,-34.0033,24.7314,85.89,40,0,2.15,clear sky
460,Inhambane,MZ,-23.865,35.3833,87.78,62,40,11.5,scattered clouds
461,Lake Cowichan,CA,48.825,-124.0546,37.18,98,47,1.72,scattered clouds
462,Bandarbeyla,SO,9.4942,50.8122,80.62,57,6,19.57,clear sky
463,Bay Roberts,CA,47.5999,-53.2648,36.34,95,100,8.99,overcast clouds
464,Hervey Bay,AU,-25.2986,152.8535,78.08,85,15,9.8,moderate rain
465,Grindavik,IS,63.8424,-22.4338,27.07,74,13,5.75,few clouds
466,High Level,CA,58.5169,-117.136,3.31,85,100,10.36,overcast clouds
467,Umarkot,PK,25.3616,69.7362,86.16,15,0,14.09,clear sky
468,Catabola,AO,-12.15,17.2833,68.79,64,99,3.47,overcast clouds
469,Les Cayes,HT,18.2,-73.75,70.77,86,0,5.97,clear sky
470,Impfondo,CG,1.6381,18.0667,78.76,70,89,4.14,overcast clouds
471,Huarmey,PE,-10.0681,-78.1522,67.78,84,100,0.47,overcast clouds
472,Lesnoy,RU,57.6198,63.0784,12.92,93,100,5.55,overcast clouds
473,Javanrud,IR,34.7961,46.5172,40.98,81,100,2.04,light rain
474,Evensk,RU,61.95,159.2333,-3.01,93,100,8.16,overcast clouds
475,Batavia,US,41.85,-88.3126,37.08,73,100,9.22,overcast clouds
476,Lebedinyy,RU,58.5167,125.5167,-38.85,95,58,6.02,broken clouds
477,Ust-Kuyga,RU,70.0167,135.6,-18.13,97,100,7.85,overcast clouds
478,Barga,IT,44.0742,10.4808,40.96,86,100,5.95,overcast clouds
479,Brandon,US,27.9378,-82.2859,64.27,93,5,7.0,clear sky
480,Lazaro Cardenas,MX,17.9583,-102.2,71.82,90,22,3.71,few clouds
481,Bukachacha,RU,52.9833,116.9167,-13.05,76,100,4.43,overcast clouds
482,Lufilufi,WS,-13.8745,-171.5986,78.58,71,31,5.7,scattered clouds
483,Saravena,CO,6.9538,-71.8752,72.88,81,100,1.83,overcast clouds
484,Margate,GB,51.3813,1.3862,36.7,68,95,5.99,overcast clouds
485,Egvekinot,RU,66.3167,-179.1667,-20.51,75,7,3.94,clear sky
486,Emerald,AU,-23.5333,148.1667,83.86,60,60,14.29,broken clouds
487,Novato,US,38.1074,-122.5697,47.48,91,0,3.44,clear sky
488,Itoman,JP,26.1247,127.6694,68.4,60,20,19.57,few clouds
489,Kalengwa,ZM,-13.4659,25.0027,77.2,60,8,6.49,clear sky
490,Mgandu,TZ,-5.95,34.1333,80.01,30,100,11.27,overcast clouds
491,Portland,US,45.5234,-122.6762,42.78,89,40,1.99,scattered clouds
492,Sitka,US,57.0531,-135.33,37.29,87,75,8.05,light rain
493,Callaway,US,30.153,-85.5699,61.92,93,75,11.5,broken clouds
494,Villa Bisono,DO,19.5638,-70.8758,62.1,93,0,4.23,clear sky
495,Khani,GE,41.9563,42.9566,40.57,86,100,1.77,overcast clouds
496,Nome,US,64.5011,-165.4064,14.07,92,100,4.61,mist
497,Nishihara,JP,26.1842,127.7558,67.68,60,20,19.57,few clouds
498,Rundu,NA,-17.9333,19.7667,83.55,44,100,12.26,overcast clouds
499,Igrim,RU,63.1906,64.4162,-13.92,97,22,3.58,few clouds
500,Kieta,PG,-6.2167,155.6333,80.11,83,100,2.01,moderate rain
501,Carballo,ES,43.213,-8.691,62.76,92,100,7.63,overcast clouds
502,Semnan,IR,35.5729,53.3971,48.04,37,0,0.0,clear sky
503,Salym,RU,60.0625,71.4789,-12.06,96,8,4.05,clear sky
504,Tibacuy,CO,4.3511,-72.4564,74.98,85,100,5.14,overcast clouds
505,Geraldton,AU,-28.7667,114.6,95.41,14,0,27.63,clear sky
506,La Crosse,US,43.8014,-91.2396,36.41,81,100,10.36,overcast clouds
507,Roebourne,AU,-20.7833,117.1333,104.76,16,2,21.9,clear sky
508,Abalak,RU,58.1286,68.5944,-7.13,91,93,4.16,overcast clouds
509,Resistencia,AR,-27.4606,-58.9839,75.18,43,0,9.22,clear sky
510,Tecoanapa,MX,16.5167,-98.75,72.66,87,73,4.83,broken clouds
511,Hami,CN,42.8,93.45,25.47,31,2,6.02,clear sky
512,Quelimane,MZ,-17.8786,36.8883,87.75,66,75,4.61,broken clouds
513,Brae,GB,60.3964,-1.353,37.33,58,89,19.6,light rain
514,Luquillo,PR,18.3725,-65.7166,74.91,78,100,0.0,overcast clouds
515,Honiara,SB,-9.4333,159.95,79.52,84,92,2.59,overcast clouds
516,Buea,CM,4.1527,9.241,73.56,70,33,1.25,scattered clouds
517,San Policarpo,PH,12.1791,125.5072,81.81,82,99,9.13,overcast clouds
518,Shimoda,JP,34.6667,138.95,57.56,71,1,21.99,clear sky
519,Lieksa,FI,63.3167,30.0167,12.45,91,100,11.25,overcast clouds
520,Lebanon,US,36.2081,-86.2911,43.2,97,0,0.0,clear sky
521,Acapulco,MX,16.8634,-99.8901,73.22,88,20,0.0,few clouds
522,Pozo Colorado,PY,-23.4923,-58.7972,74.05,95,97,1.57,overcast clouds
523,Ambon,ID,-3.6954,128.1814,82.54,83,40,5.75,scattered clouds
524,Esperance,AU,-33.8667,121.9,64.06,58,97,22.06,overcast clouds
525,Kurchum,KZ,48.5722,83.6542,8.53,91,100,0.83,light snow
526,Manokwari,ID,-0.8667,134.0833,78.31,85,100,3.27,overcast clouds
527,Chapais,CA,49.7834,-74.8492,2.98,98,85,5.55,overcast clouds
528,Maldonado,UY,-34.6667,-54.9167,60.19,79,0,4.12,clear sky
529,Coffs Harbour,AU,-30.3,153.1333,73.36,46,0,11.5,clear sky
530,Badarganj,BD,25.674,89.0549,80.15,40,6,0.49,clear sky
531,Nowy Tomysl,PL,52.3195,16.1284,28.26,86,41,10.04,scattered clouds
532,Iskateley,RU,67.6803,53.1512,-6.66,95,100,8.34,overcast clouds
533,Kaeo,NZ,-35.1,173.7833,63.09,94,9,7.34,clear sky
534,Marzuq,YE,14.4,46.4667,73.85,37,1,4.23,clear sky
535,San Jose Acatempa,GT,14.2653,-90.1269,55.9,90,36,4.47,scattered clouds
536,Shitanjing,CN,39.2342,106.3439,17.35,43,18,21.74,few clouds
537,Pokhara,NP,28.2333,83.9833,73.0,32,0,5.91,clear sky
538,Palauig,PH,15.435,119.9045,82.04,78,94,6.62,overcast clouds
539,Varhaug,NO,58.6147,5.6457,32.49,79,98,24.79,light snow
540,Leh,IN,34.1667,77.5833,25.12,37,0,2.64,clear sky
541,La Asuncion,VE,11.0333,-63.8628,76.73,83,90,5.75,overcast clouds
542,New Glasgow,CA,45.5834,-62.6486,33.78,83,100,19.28,light snow
543,Yeppoon,AU,-23.1333,150.7333,92.98,64,40,13.42,scattered clouds
544,Chernyshevskiy,RU,63.0128,112.4714,-17.57,100,96,3.31,overcast clouds
545,Harper,LR,4.375,-7.7169,78.87,79,6,3.11,light rain
546,Khandbari,NP,27.3747,87.2039,70.97,42,78,4.12,broken clouds
547,Kempsey,AU,-31.0833,152.8333,69.94,53,0,8.01,clear sky
548,Mocuba,MZ,-16.8392,36.9856,87.91,54,65,4.99,broken clouds
549,Hualmay,PE,-11.0964,-77.6139,68.41,82,100,1.52,overcast clouds
550,Jinchang,CN,38.4953,102.1739,24.82,27,0,3.15,clear sky
551,Kamenka,RU,51.3223,42.7678,25.65,71,0,17.69,clear sky
552,Murwara,IN,23.85,80.4,82.02,23,19,4.34,few clouds
553,Dakoro,NE,14.5106,6.765,70.32,14,7,12.17,clear sky
554,Yerofey Pavlovich,RU,53.9667,121.9667,-13.13,81,100,4.32,overcast clouds
555,Huntsville,US,34.7304,-86.5861,51.78,79,99,1.99,overcast clouds
556,Abnub,EG,27.2696,31.1511,67.37,37,1,3.65,clear sky
557,Ken Caryl,US,39.5773,-105.1169,27.01,77,100,7.0,light snow
558,West Plains,US,36.7281,-91.8524,41.83,88,100,13.0,mist
559,Kyra,RU,49.5776,111.9753,-5.76,72,91,7.18,overcast clouds
560,Yagodnoye,RU,62.55,149.6667,-48.59,96,18,4.85,few clouds
561,Zhanaozen,KZ,43.3,52.8,32.92,42,0,22.57,clear sky
562,Tilichiki,RU,60.4667,166.1,0.3,88,100,6.98,overcast clouds
563,Cabo Rojo,PR,18.0866,-67.1457,71.96,62,19,4.07,few clouds
564,Gari,RU,59.4307,62.3497,4.78,87,100,5.59,overcast clouds
565,Hato Mayor,DO,18.7629,-69.256,63.27,87,0,3.69,clear sky
566,Namibe,AO,-15.1961,12.1522,74.17,55,100,6.08,overcast clouds
567,Conde,BR,-7.2597,-34.9075,74.66,88,20,3.44,few clouds
568,Shenjiamen,CN,29.9576,122.298,49.6,44,50,14.34,scattered clouds
569,Kozluk,TR,38.1938,41.4885,45.39,86,100,2.33,overcast clouds
570,Bubaque,GW,11.2833,-15.8333,79.95,72,81,5.32,broken clouds
571,Arenapolis,BR,-14.4503,-56.8461,73.4,85,96,3.2,overcast clouds
572,Virginia Beach,US,36.8529,-75.978,44.02,68,100,1.99,overcast clouds
573,Lingyuan,CN,41.24,119.4011,8.74,21,0,15.64,clear sky
574,Dodola,ET,6.9833,39.1833,64.27,40,9,5.1,clear sky
575,Dinguiraye,GN,11.3,-10.7167,67.41,26,12,0.43,few clouds
576,Sarakhs,IR,36.5449,61.1577,55.54,58,75,13.8,broken clouds
577,Hit,IQ,33.6416,42.8251,65.01,45,100,13.15,overcast clouds
578,Cabedelo,BR,-6.9811,-34.8339,75.87,81,35,8.16,scattered clouds
579,Tahe,CN,52.3333,124.7333,-5.96,88,100,10.92,overcast clouds
580,Takhtamygda,RU,54.1,123.5667,-12.1,74,99,8.12,overcast clouds
581,Samarai,PG,-10.6167,150.6667,84.34,71,100,3.96,overcast clouds
582,Meulaboh,ID,4.1363,96.1285,79.23,89,100,12.28,overcast clouds
583,Valparaiso,CL,-33.0393,-71.6273,53.24,76,0,2.3,clear sky
584,Tsabong,BW,-26.0217,22.401,83.59,46,0,18.32,clear sky
585,Kulhudhuffushi,MV,6.6221,73.07,81.99,75,18,13.89,few clouds
586,Touros,BR,-5.1989,-35.4608,76.42,81,57,7.74,broken clouds
587,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,69,20,18.41,few clouds
588,Oudtshoorn,ZA,-33.5907,22.2014,70.16,57,44,5.55,light rain
589,Amazar,RU,53.858,120.875,-9.85,67,100,7.94,overcast clouds
590,Panguna,PG,-6.3164,155.4848,70.47,95,99,0.56,moderate rain
591,Port Hardy,CA,50.6996,-127.4199,30.38,100,40,3.44,scattered clouds
592,Souillac,MU,-20.5167,57.5167,82.78,65,40,11.5,scattered clouds
593,San Cristobal,VE,7.7669,-72.225,64.49,95,53,1.79,broken clouds
594,Norfolk,US,42.1668,-71.2495,26.98,74,0,3.44,clear sky
595,Constitucion,CL,-35.3333,-72.4167,56.57,74,0,6.58,clear sky
596,Sandwick,GB,60.0,-1.25,35.42,55,40,18.41,light rain
597,Nova Prata,BR,-28.7839,-51.61,57.27,91,59,1.66,broken clouds
598,Onega,RU,63.9061,38.1404,15.04,91,100,11.39,overcast clouds
599,Lodwar,KE,3.1191,35.5973,90.05,32,31,19.55,scattered clouds
600,Labuhan,ID,-6.8844,112.2051,85.73,66,46,6.26,scattered clouds
601,Dongsheng,CN,39.8161,109.9776,8.06,23,0,20.33,clear sky
602,Goure,NE,13.9835,10.2704,72.09,13,8,11.54,clear sky
603,Bima,ID,-8.4667,118.7167,87.24,66,57,1.54,broken clouds
604,Ruteng,ID,-8.6136,120.4721,70.0,83,72,0.89,broken clouds
605,Lorengau,PG,-2.0226,147.2712,80.31,81,95,5.82,overcast clouds
606,Mukhen,RU,48.1,136.1,13.91,94,100,8.19,light snow
607,Assens,DK,55.2702,9.9008,30.09,85,42,2.44,scattered clouds
608,Chateau-Thierry,FR,49.05,3.4,25.36,68,100,11.36,overcast clouds
609,Pagudpud,PH,18.5616,120.7868,78.19,84,73,16.42,broken clouds
610,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.81,93,100,5.14,overcast clouds
611,Yatou,CN,37.15,122.3833,28.04,49,43,27.42,scattered clouds
612,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.55,99,100,2.33,overcast clouds
613,Arlit,NE,18.7369,7.3853,74.21,11,52,2.91,broken clouds
614,Kinablangan,PH,7.6947,126.5503,82.67,75,98,6.33,overcast clouds
615,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.82,72,99,5.84,overcast clouds
616,Tazovskiy,RU,67.4667,78.7,-16.13,95,19,11.03,few clouds
617,Bardiyah,LY,31.7561,25.0865,65.91,58,0,15.46,clear sky
618,Novyy Urengoy,RU,66.0833,76.6333,-16.89,94,6,7.78,clear sky
619,Bahia Blanca,AR,-38.7196,-62.2724,60.3,61,0,1.01,clear sky
620,Hurricane,US,37.1753,-113.2899,34.27,79,95,3.44,overcast clouds
621,Caceres,ES,39.522,-6.3748,61.11,97,100,14.27,moderate rain
622,Fare,PF,-16.7,-151.0167,78.78,71,100,10.33,overcast clouds
623,Solone,UA,48.2081,34.8721,40.21,80,100,5.7,overcast clouds
624,Gorontalo,ID,0.5412,123.0595,80.91,86,100,2.21,moderate rain
625,Inuvik,CA,68.3499,-133.7218,-1.19,78,100,5.75,light snow
626,Dingle,PH,10.9995,122.6711,81.75,84,99,7.85,overcast clouds
627,Kawhia,NZ,-38.0651,174.8183,67.51,85,95,9.17,overcast clouds
628,Pimentel,PE,-6.8367,-79.9342,66.63,83,79,4.94,broken clouds
629,Ambilobe,MG,-13.2,49.05,94.89,36,71,6.49,broken clouds
630,Verkhnyachka,UA,48.8285,30.0396,30.25,93,100,5.97,light snow
631,Olinda,BR,-8.0089,-34.8553,78.53,73,40,2.3,scattered clouds
632,Launceston,AU,-41.45,147.1667,56.84,69,75,13.8,broken clouds
633,Payyannur,IN,12.1,75.2,79.43,82,100,11.83,overcast clouds
634,Teeli,RU,51.0333,90.2333,-6.12,94,100,1.72,overcast clouds
635,Adrar,MR,20.5022,-10.0711,69.48,18,0,7.94,clear sky
636,Irimbo,MX,19.7,-100.4792,46.99,97,4,1.36,clear sky
637,Cap Malheureux,MU,-19.9842,57.6142,82.47,59,8,10.0,clear sky
638,Tateyama,JP,34.9833,139.8667,54.1,70,65,13.22,broken clouds
639,Nelson Bay,AU,-32.7167,152.15,73.45,51,0,24.0,clear sky
640,Maragogi,BR,-9.0122,-35.2225,74.59,82,76,6.82,broken clouds
641,Nizhneangarsk,RU,55.7833,109.55,-13.43,88,53,5.66,broken clouds
642,Deputatskiy,RU,69.3,139.9,-23.12,94,100,6.22,overcast clouds
643,Ukiah,US,39.1502,-123.2078,41.11,96,0,2.1,clear sky
644,Bokovskaya,RU,49.229,41.8306,30.78,73,95,18.28,overcast clouds
645,Ulaanbaatar,MN,47.9077,106.8832,-7.47,54,0,6.71,clear sky
646,Wuda,CN,39.4994,106.7117,20.77,28,2,15.95,clear sky
647,Flin Flon,CA,54.7682,-101.865,11.01,97,91,6.42,overcast clouds
648,Tezu,IN,27.9167,96.1667,78.04,31,0,3.36,clear sky
649,Luebo,CD,-5.35,21.4167,69.4,99,100,2.91,light rain
650,Tinaquillo,VE,9.9186,-68.3047,78.87,94,52,3.67,broken clouds
651,Roald,NO,62.5833,6.1333,22.33,73,0,10.36,clear sky
652,Jaroslaw,PL,50.0162,22.6778,26.51,90,99,11.01,light snow
653,Zambezi,ZM,-13.5432,23.1047,76.86,66,36,7.36,light rain
654,Akita,JP,39.7167,140.1167,45.54,93,75,4.61,light intensity shower rain
655,Nipawin,CA,53.3668,-104.0009,15.84,86,100,8.05,overcast clouds
656,Omsukchan,RU,62.5333,155.8,-26.82,96,100,4.56,overcast clouds
657,Belaya Gora,RU,68.5333,146.4167,-16.55,98,100,6.15,overcast clouds
658,Novikovo,RU,51.1537,37.8879,37.18,98,100,9.66,overcast clouds
659,Taldan,RU,53.6667,124.8,-10.23,75,100,10.74,overcast clouds
660,Palu,ID,-0.8917,119.8707,81.88,84,98,3.53,overcast clouds
661,Komsomolskiy,UZ,40.4272,71.7189,32.72,80,40,4.61,mist
662,Magadan,RU,59.5667,150.8,-20.63,85,36,6.29,scattered clouds
663,Darhan,MN,49.4867,105.9228,-2.13,81,2,5.93,clear sky
664,Ruthen,DE,51.4909,8.436,20.7,86,0,9.22,clear sky
665,Kourou,GF,5.1552,-52.6478,73.45,92,99,6.82,overcast clouds
666,Aitape,PG,-3.1374,142.3475,80.31,86,100,3.09,overcast clouds
667,Ballina,AU,-28.8667,153.5667,73.02,74,10,7.54,clear sky
668,Bonavista,CA,48.6499,-53.1147,35.96,94,100,15.26,overcast clouds
669,Trat,TH,12.5,102.5,86.2,65,98,14.85,overcast clouds
670,Bereda,ES,43.2686,-7.5406,58.41,100,100,6.46,overcast clouds
671,Itarema,BR,-2.9248,-39.9167,75.16,85,18,7.94,few clouds
672,Campo Maior,BR,-4.8278,-42.1686,70.95,95,42,2.53,scattered clouds
673,Tigre,AR,-34.426,-58.5796,64.4,76,0,4.61,clear sky
674,Kodar,IN,16.9833,79.9667,84.78,59,58,8.03,broken clouds
675,Loknya,RU,56.83,30.1467,25.52,94,100,11.01,light snow
676,Sinnamary,GF,5.3833,-52.95,76.28,90,100,9.78,light rain
677,Awbari,LY,26.5921,12.7805,70.38,31,1,2.37,clear sky
678,Troitskoye,RU,52.9821,84.6757,17.87,92,100,16.31,snow
679,Soe,ID,-9.8607,124.284,79.14,63,22,5.53,few clouds
680,Kutum,SD,14.2,24.6667,70.54,11,35,11.99,scattered clouds
681,Ambala,IN,30.3783,76.7808,78.13,16,0,15.82,clear sky
